price,suburb,property_size,km_from_cbd
1760000,Roseville Chase,973,10.07
4500000,Clareville,696,27.02
1075000,Stanhope Gardens,503,30.99
1020000,Milperra,695,22.57
935000,Niagara Park,2023,55.43
642500,Blaxland,721,56.39
1950000,Neutral Bay,285,3.44
1350000,Lane Cove,215,6.67
1325000,Berowra,586,26.88
1127500,Engadine,715,27.77
1070000,Bangor,714,23.5
1050000,Minchinbury,1006,36.32
490000,Glenfield,159,31.57
6000000,Bellevue Hill,851,4.59
2420000,Ingleburn,1474,36.04
2000000,Church Point,1735,24.6
840000,Engadine,173,27.77
640000,Hamlyn Terrace,608,72.13
420000,Jordan Springs,460,46.85
4150000,Sydney,186,0.31
1150000,Berowra,1194,26.88
1075000,Bangor,558,23.5
700000,Colebee,650,36.09
640051,Glendenning,420,35.29
2511000,Turramurra,900,16.36
2500000,Balmain,354,2.81
2500000,Chatswood,670,8.15
2000000,Arncliffe,396,10.09
1850000,Turramurra,1042,16.36
1130000,Cecil Hills,562,33.92
581000,Redfern,57,3.12
3575000,Chippendale,228,2.52
3105000,Turramurra,2183,16.36
2540000,Breakfast Point,162,9.49
2450000,Ultimo,231,1.9
2205000,Concord West,750,11.17
2075000,Hurlstone Park,192,9.03
1970000,St Ives,1037,15.99
1840000,Turramurra,904,16.36
1750000,Manly Vale,487,10.57
1655000,Balmain,101,2.81
1315000,Bexley,527,12.84
1310000,Cecil Hills,777,33.92
1275000,Bexley,607,12.84
1195000,Cecil Hills,705,33.92
1100000,Bexley,501,12.84
630000,Westmead,285,21.55
3340000,St Ives,1941,15.99
935000,Berala,462,16.36
1795000,Wahroonga,845,17.9
1625000,Bexley,460,12.84
1025000,Arncliffe,355,10.09
838000,Prospect,592,29.21
732000,Claremont Meadows,560,43.49
688000,Chatswood,103,8.15
625000,Ropes Crossing,313,42.77
580000,Claremont Meadows,340,43.49
2050000,St Ives,929,15.99
1865000,St Ives,587,15.99
1775000,St Ives,1069,15.99
880000,Milperra,556,22.57
730000,Blaxland,556,56.39
542000,Niagara Park,607,55.43
2400000,Chatswood,715,8.15
1780000,Caringbah South,746,22.43
1685000,Arncliffe,730,10.09
960000,Greenacre,613,14.61
640000,Ropes Crossing,330,42.77
421000,Toukley,575,74.11
1462000,Drummoyne,253,5.35
1080000,North Rocks,727,20.61
762500,Jannali,561,21.53
565000,Yagoona,183,17.96
11000000,Drummoyne,1617,5.35
2385000,Beecroft,1189,18.35
1465000,Beecroft,1663,18.35
1351000,Mascot,420,9.35
975000,Panania,307,22.21
831000,Revesby,582,20.44
2000000,The Ponds,588,33.2
1890000,East Lindfield,1328,11.02
1370000,Ermington,407,15
1300000,Elanora Heights,626,19.05
800000,Oran Park,612,45.41
1200000,Koolewong,830,45.03
780000,Riverstone,802,39.07
699000,Oran Park,540,45.41
2475000,Haberfield,651,6.75
2310000,Paddington,133,2.61
1880000,North Strathfield,581,11.24
720000,St Clair,802,39.76
455000,Berkeley Vale,569,61.6
450000,Berkeley Vale,645,61.6
720000,St Clair,689,39.76
685000,Doonside,555,33.46
668000,Lidcombe,136,14.99
480000,Lethbridge Park,607,40.43
2725000,Sans Souci,570,15.92
2610000,Hunters Hill,700,6.95
1700000,East Lindfield,854,11.02
1650000,Woollahra,164,3.91
600000,Georges Hall,276,20.97
565000,Niagara Park,601,55.43
960000,Bateau Bay,689,58.53
880000,Narrabeen,122,18.45
655000,Bateau Bay,676,58.53
545000,Bateau Bay,638,58.53
489000,Bateau Bay,696,58.53
482500,Glen Alpine,1025,47.41
462500,Lethbridge Park,639,40.43
2370000,Enmore,278,5.37
1880000,East Killara,835,12.23
1550000,Mount Pritchard,2023,28.89
1550000,Turramurra,1050,16.36
1100000,Toongabbie,607,25.67
965000,Engadine,696,27.77
1490000,Wahroonga,822,17.9
1015000,Greenacre,712,14.61
735000,Kings Park,696,31.21
580000,Prospect,246,29.21
2650000,Wahroonga,1100,17.9
2020000,Sydney,173,0.31
1135000,Enmore,170,5.37
907500,Thornleigh,314,19.84
833000,Niagara Park,2023,55.43
266000,Mannering Park,338,83.63
5400000,Kangaroo Point,1309,18.56
1350100,Chatswood,130,8.15
901000,Milperra,278,22.57
825000,Milperra,562,22.57
470000,Colebee,368,36.09
385000,Lake Munmorah,375,81.81
2019000,Penrith,1214,49.99
1400000,Pyrmont,127,1.67
930000,Milperra,556,22.57
600000,Kogarah,101,13.34
530000,Edmondson Park,450,34.95
364500,Mannering Park,563,83.63
2780000,Caringbah South,1745,22.43
2620000,Concord West,695,11.17
2556000,Kingsgrove,645,13.14
2005000,Strathfield South,580,12.57
1142000,Redfern,76,3.12
1100000,Sandy Point,632,23.49
950000,Greenacre,836,14.61
850000,Prospect,645,29.21
525000,Lake Munmorah,556,81.81
1440000,Thornleigh,740,19.84
715000,Kogarah,113,13.34
615000,Blaxland,560,56.39
2025000,Belmore,1011,12.8
1820000,Caringbah South,557,22.43
1750000,Caringbah,645,20.47
1205000,Thornleigh,820,19.84
930000,East Hills,598,23.11
2405000,West Ryde,1035,13.34
1450000,Toowoon Bay,752,61.83
880000,Prospect,322,29.21
715000,Blaxland,1255,56.39
641599,Blaxland,4470,56.39
655000,Kogarah,129,13.34
535000,Greenacre,146,14.61
450000,Lake Munmorah,431,81.81
1320000,Caringbah South,569,22.43
1300000,Marayong,1199,32.22
1120000,Stanhope Gardens,570,30.99
530000,Edmondson Park,450,34.95
3000000,Lakemba,740,13.76
990000,Wahroonga,426,17.9
750000,Glenwood,372,29.09
390000,Charmhaven,657,75.6
1700000,Wahroonga,891,17.9
890000,Milperra,556,22.57
800000,Ropes Crossing,502,42.77
565000,Blaxland,560,56.39
925000,Milperra,556,22.57
775000,Kings Park,557,31.21
4925000,Pyrmont,294,1.67
4200000,Whale Beach,1098,30.16
490000,Mannering Park,575,83.63
1450000,Thornleigh,442,19.84
2530000,Wahroonga,1300,17.9
1395000,Glenwood,743,29.09
830000,Minchinbury,777,36.32
720000,Glenwood,303,29.09
580000,Lake Munmorah,582,81.81
1525000,Enmore,116,5.37
880000,Woy Woy,860,40.99
1520000,Caringbah,721,20.47
1135000,Caringbah,418,20.47
952000,Caringbah,216,20.47
880000,Prospect,322,29.21
650000,Caringbah,113,20.47
590000,Woy Woy,569,40.99
450000,Edmondson Park,310,34.95
2000000,Asquith,950,21.32
1425000,Long Point,8047,33.22
745000,Claremont Meadows,364,43.49
1565000,West Pennant Hills,800,20.91
1318000,Cherrybrook,800,21.99
1285000,Hardys Bay,841,39.86
1130000,Beverly Hills,613,15.28
1002000,Ropes Crossing,760,42.77
600000,Kogarah,92,13.34
467500,Mannering Park,694,83.63
2200000,Hurlstone Park,531,9.03
1225000,Pyrmont,146,1.67
872500,Glenwood,360,29.09
680000,Woy Woy,512,40.99
3030000,Lakemba,740,13.76
1950000,Pyrmont,140,1.67
900000,Berowra Heights,500,30.03
1100000,Pretty Beach,1188,39.61
993000,Glenwood,380,29.09
778000,Elderslie,566,50.48
515000,Granville,129,19.01
488000,Mannering Park,639,83.63
1890000,Concord West,555,11.17
1504000,Beverly Hills,556,15.28
1217000,Condell Park,1085,19.7
932000,St Peters,190,6.42
1705000,Beverly Hills,403,15.28
1125100,Glenwood,550,29.09
1106000,Glenwood,560,29.09
850000,Woy Woy,531,40.99
805000,Little Bay,82,13.55
755000,Elderslie,438,50.48
750000,Cranebrook,682,49.66
630000,Woy Woy,639,40.99
430000,Charmhaven,556,75.6
825000,Kings Park,808,31.21
700000,Woy Woy,592,40.99
1457166,North Narrabeen,465,19.68
1120000,North Narrabeen,626,19.68
2020000,Kogarah,436,13.34
1780000,Cherrybrook,808,21.99
1400000,Kogarah,449,13.34
1207000,Thornleigh,897,19.84
855000,Thornleigh,501,19.84
537000,Woy Woy,695,40.99
2750000,Point Frederick,797,48.56
2290000,West Pennant Hills,1184,20.91
1500000,Monterey,507,13.19
1125000,Glenwood,503,29.09
1060000,Glenwood,352,29.09
910000,Kings Park,557,31.21
780000,Cranebrook,400,49.66
770000,Minchinbury,698,36.32
2650000,Concord West,632,11.17
2125000,Eastlakes,445,7.32
2090000,North Epping,986,15.94
1930000,West Pennant Hills,902,20.91
1910000,Pyrmont,169,1.67
1810000,West Ryde,638,13.34
1742000,West Ryde,760,13.34
1575000,Enmore,126,5.37
1380000,Newtown,129,4.73
675000,Granville,227,19.01
650000,Springwood,808,61.88
2010000,St Marys,1867,42.31
2000000,West Ryde,1170,13.34
1780000,West Ryde,505,13.34
1568000,North Epping,739,15.94
775000,West Ryde,129,13.34
672000,Wyoming,645,52.93
647500,Oakhurst,500,37.19
620000,Cranebrook,603,49.66
545000,Wyoming,771,52.93
505000,Wyoming,487,52.93
660000,Wyoming,601,52.93
601500,Springwood,739,61.88
1645000,Northmead,847,21.97
1281000,Narwee,368,15.94
820000,Kings Park,585,31.21
635000,Condell Park,178,19.7
745000,Claremont Meadows,558,43.49
650000,Oakhurst,564,37.19
1000000,Northmead,584,21.97
990000,Northmead,348,21.97
735000,Springwood,686,61.88
510000,Wyoming,607,52.93
2500000,Bardwell Valley,1056,10.89
2000000,North Turramurra,938,20.05
1108000,Claremont Meadows,551,43.49
1060000,Silverwater,690,15.62
555000,Newtown,81,4.73
2350000,North Turramurra,2023,20.05
905000,Elderslie,578,50.48
838500,Marsden Park,375,40.63
760000,Condell Park,194,19.7
750000,Minchinbury,616,36.32
717000,Kings Park,559,31.21
590000,Charmhaven,575,75.6
476000,Springwood,1024,61.88
410000,Mannering Park,323,83.63
4500000,Auburn,1498,16.83
4275000,Guildford,2103,20.47
1900000,St Ives Chase,930,18.45
1715000,Castle Cove,1081,8.8
1505000,Condell Park,1309,19.7
1415000,Normanhurst,734,18.95
1225000,Fairfield East,1024,21.93
958000,Condell Park,588,19.7
930000,Fairfield,1695,23.96
770000,Granville,397,19.01
1190000,Menai,610,24.47
1100500,Northmead,759,21.97
745000,Elderslie,464,50.48
610000,Cranebrook,500,49.66
2380000,Concord West,569,11.17
1650000,West Pennant Hills,1144,20.91
1150000,Pyrmont,122,1.67
821000,Claremont Meadows,647,43.49
721500,Springwood,842,61.88
705000,Elderslie,487,50.48
636000,Oakhurst,450,37.19
606500,St Marys,645,42.31
445000,Mannering Park,556,83.63
1080000,Northmead,695,21.97
760000,Gorokan,961,73.16
664000,Gorokan,682,73.16
405000,Gorokan,657,73.16
380000,Charmhaven,607,75.6
380000,Gorokan,556,73.16
375500,Charmhaven,556,75.6
6700000,Vaucluse,658,6.21
2770000,East Gosford,1227,49.55
1831000,North Epping,941,15.94
1530000,Monterey,344,13.19
1430000,West Pennant Hills,420,20.91
1300000,Normanhurst,297,18.95
1300000,Oatlands,695,18.77
1137000,St Johns Park,1292,28.54
1125000,Fairfield,650,23.96
860000,Menai,620,24.47
815000,Menai,636,24.47
1400000,Condell Park,556,19.7
1400000,Northmead,746,21.97
1250000,Homebush West,430,13.21
1007000,Northmead,708,21.97
831000,Northmead,332,21.97
745000,Springwood,1370,61.88
720000,Cranebrook,560,49.66
650000,Elderslie,702,50.48
600000,Springwood,640,61.88
2500000,Berowra,2564,26.88
1400000,Riverwood,873,17.01
1400000,Lurnea,1200,29.97
1120000,Westleigh,533,21.62
439000,Gorokan,467,73.16
991000,Minchinbury,1030,36.32
880000,Prospect,766,29.21
706500,Ropes Crossing,375,42.77
630000,Gorokan,525,73.16
1620000,Normanhurst,1227,18.95
471000,Marsden Park,375,40.63
2295000,Concord West,702,11.17
2160000,Moorebank,1500,26.27
2050000,Gymea,632,22.29
1870000,Newport,631,25.06
1500000,Riverwood,170,17.01
1300000,West Pennant Hills,700,20.91
1270000,Northmead,708,21.97
1190000,Riverwood,822,17.01
1150000,Chittaway Bay,626,63.59
1000000,Werrington,1157,44.13
830000,Condell Park,747,19.7
735000,St Marys,702,42.31
2550000,Dulwich Hill,520,7.9
500000,Gorokan,613,73.16
790000,Kings Park,620,31.21
1000000,Potts Hill,624,16.67
1400000,North Epping,857,15.94
897000,Prospect,670,29.21
775000,Minchinbury,616,36.32
721000,Cranebrook,560,49.66
620000,Riverwood,83,17.01
1550000,Riverwood,929,17.01
930000,Camden,607,52.32
635000,Oakhurst,325,37.19
630000,Elderslie,731,50.48
3450000,East Hills,1189,23.11
2300000,Concord West,632,11.17
2070000,Normanhurst,841,18.95
1599000,South Turramurra,707,15.73
1470000,Carramar,2321,22.86
1470000,Dulwich Hill,215,7.9
1200000,Newport,164,25.06
2080000,North Narrabeen,971,19.68
1050000,Berowra Heights,790,30.03
805000,Minchinbury,616,36.32
400000,Cranebrook,447,49.66
670000,Oakhurst,702,37.19
775000,Erskine Park,629,38.85
765000,Erskine Park,629,38.85
745000,Elderslie,375,50.48
530000,Kings Park,185,31.21
460000,Gorokan,511,73.16
450000,Springwood,700,61.88
1375050,North Narrabeen,556,19.68
885000,Cobbitty,1273,51.16
2650000,Newport,607,25.06
1745000,Dulwich Hill,278,7.9
735000,Oakhurst,570,37.19
720000,Minchinbury,618,36.32
638800,Riverwood,102,17.01
631000,Rushcutters Bay,44,1.94
485000,Gorokan,467,73.16
420000,Elderslie,800,50.48
2650000,Penshurst,696,16.01
2550000,Menai,2947,24.47
2000000,Gymea,935,22.29
1758000,Oatlands,739,18.77
1260000,Greenfield Park,575,29.37
1057500,Menai,642,24.47
881000,Menai,742,24.47
415000,Springwood,77,61.88
685000,Oatlands,126,18.77
3500000,Blue Bay,1043,62.76
3260000,Blue Bay,753,62.76
2205000,Oatlands,1012,18.77
2100000,North Epping,721,15.94
1735000,Leichhardt,209,5.31
1710000,North Narrabeen,923,19.68
1650000,Newport,721,25.06
1510000,Ingleside,860,19.96
1300000,Berowra Heights,997,30.03
1220000,Normanhurst,317,18.95
1215000,Riverwood,689,17.01
2455000,Newport,689,25.06
2200000,Newport,569,25.06
1500000,Warriewood,352,21.15
1486200,North Narrabeen,557,19.68
1410000,Belmore,348,12.8
1375000,Belmore,570,12.8
1130000,Cobbitty,825,51.16
980000,Beaumont Hills,365,31.01
655000,Oakhurst,551,37.19
640000,The Entrance,670,63.63
1450000,Chatswood West,871,8.93
1390000,North Narrabeen,548,19.68
2060000,Mount Vernon,10000,37.2
1300000,Mount Lewis,543,15.8
705000,Erskine Park,609,38.85
605000,Springwood,698,61.88
2400000,North Epping,2008,15.94
1385000,Beaumont Hills,706,31.01
1200000,Berowra Heights,1107,30.03
601000,Mannering Park,677,83.63
585000,Riverwood,81,17.01
3200000,Warriewood,645,21.15
885000,Canley Heights,575,26.64
2375000,Booker Bay,1452,41.1
2150000,Picnic Point,710,22.31
1590000,Oatlands,740,18.77
1205000,Leichhardt,184,5.31
1120000,Panania,278,22.21
1040000,Green Point,664,48.42
1040000,Green Point,664,49.63
960000,Newport,125,25.06
950000,Winston Hills,569,23.42
891000,Winston Hills,556,23.42
775000,Canley Heights,280,26.64
2000000,Auburn,750,16.83
1675000,Warriewood,701,21.15
990000,Green Point,544,49.63
990000,Green Point,544,48.42
941000,Erskine Park,792,38.85
877000,Camden,601,52.32
860000,Newport,125,25.06
815000,Mannering Park,651,83.63
800000,Newport,100,25.06
753000,Camden,842,52.32
470000,Mannering Park,563,83.63
2300000,Erina,10000,50.24
2225000,North Narrabeen,569,19.68
1130000,Kings Langley,705,28.37
360000,Mannering Park,670,83.63
3105000,Clovelly,334,7.11
2050000,Sandy Point,2790,23.49
1150000,Harrington Park,745,47.35
763000,Erskine Park,710,38.85
1420000,Illawong,1014,21.6
1248000,Noraville,531,73.32
1200000,Beaumont Hills,485,31.01
1070000,Kings Langley,727,28.37
1045000,Horningsea Park,692,34.99
940000,Springwood,1241,61.88
790000,Cobbitty,375,51.16
783000,Cobbitty,496,51.16
700000,Mannering Park,556,83.63
600000,Green Point,552,49.63
600000,Green Point,552,48.42
2275000,Auburn,1277,16.83
1845000,Newport,800,25.06
1682000,Leichhardt,304,5.31
1328000,Winston Hills,651,23.42
1165000,Roselands,746,14.57
1150000,Mortdale,582,17.19
1001000,Panania,626,22.21
905000,Panania,423,22.21
800000,Dulwich Hill,85,7.9
1763000,Leichhardt,328,5.31
1500000,Warriewood,525,21.15
1140000,Panania,300,22.21
979990,Harrington Park,702,47.35
850000,Harrington Park,523,47.35
735000,Dulwich Hill,57,7.9
720000,Harrington Park,420,47.35
690000,Panania,614,22.21
1400500,Harris Park,430,18.92
1310000,Valley Heights,1161,60.47
1200000,The Entrance,727,63.63
980000,Berowra Heights,447,30.03
756500,Green Point,656,49.63
756500,Green Point,656,48.42
722000,Erskine Park,625,38.85
625000,Erskine Park,561,38.85
880000,Harrington Park,703,47.35
852800,Wolli Creek,107,9.02
810000,Prospect,558,29.21
597000,Monterey,75,13.19
1950000,Ashfield,405,8.08
1375000,Berowra Heights,1062,30.03
865000,Woolloomooloo,49,0.99
670000,The Entrance,398,63.63
620000,The Entrance,677,63.63
2700000,East Hills,1235,23.11
830000,Roselands,551,14.57
637500,Green Point,516,49.63
637500,Green Point,516,48.42
475000,Belmore,74,12.8
2600000,Port Hacking,695,23.74
2000000,Cremorne,352,4.45
1400000,Westleigh,696,21.62
1390000,Ashfield,170,8.08
1200000,Illawong,1515,21.6
720000,Green Point,651,48.42
720000,Green Point,651,49.63
2700000,North Epping,765,15.94
2200000,Point Frederick,858,48.56
1885000,Dolans Bay,746,23.32
1429000,Ashfield,237,8.08
1280000,Hurstville,674,14.81
1225000,Winston Hills,626,23.42
1167500,Illawong,948,21.6
1125000,Illawong,676,21.6
870000,Yagoona,486,17.96
785000,Canley Heights,493,26.64
1475000,Harrington Park,725,47.35
4450000,Warriewood,505,21.15
801000,Roselands,475,14.57
595000,Oakhurst,403,37.19
3100000,Lilli Pilli,1514,24.05
1800000,Barangaroo,88,0.92
2210000,Woolloomooloo,122,0.99
4700000,Clareville,607,27.02
2050000,Hillsdale,730,9.88
1225000,Beaumont Hills,656,31.01
1051000,Lapstone,1040,54.12
942000,Waterloo,114,3.91
940000,Prospect,519,29.21
2710000,Oatlands,702,18.77
2540000,Lilli Pilli,1291,24.05
2470000,Mascot,468,9.35
2074000,Lidcombe,582,14.99
2020000,Como,557,20.31
1910000,Gladesville,627,8.76
1350000,Kingswood,677,46.09
1281000,Mount Lewis,721,15.8
965000,Yagoona,784,17.96
865000,Canley Heights,443,26.64
760000,Green Point,645,49.63
760000,Green Point,645,48.42
1440000,Westleigh,695,21.62
1168000,Roselands,516,14.57
1100000,Belmore,434,12.8
1010000,Belmore,398,12.8
1200000,Mount Riverview,1187,55.12
875000,Kings Langley,691,28.37
750000,Harrington Park,708,47.35
2250000,Balgowlah,309,9.16
1360000,Belmore,481,12.8
1150000,Horningsea Park,668,34.99
625000,Noraville,556,73.32
1240000,Warriewood,204,21.15
1065000,Harrington Park,715,47.35
795000,Miranda,198,20.95
1855000,Allambie Heights,696,11.16
1750000,Palm Beach,1615,31.42
585000,Toukley,607,74.11
1770000,Tennyson Point,330,9.37
1690000,Miranda,650,20.95
1300000,Kings Langley,1017,28.37
2200000,Gladesville,594,8.76
1675000,Denistone West,708,14.23
922000,Kings Langley,697,28.37
475000,Toukley,696,74.11
1070000,Padstow,368,19.07
1280000,Hammondville,815,25.13
800000,Miranda,220,20.95
700000,Toukley,582,74.11
6300000,Holroyd,161,19.93
1470000,Avalon Beach,439,28.35
1305000,Miranda,803,20.95
860000,Erskine Park,743,38.85
720000,Alexandria,91,5.06
485000,Toukley,506,74.11
1910000,Maroubra,335,9.52
1900500,Middle Cove,600,8.07
1838000,Padstow,670,19.07
1350000,Padstow,739,19.07
1020000,Kings Langley,697,28.37
980000,Maroubra,115,9.52
1985000,Gladesville,500,8.76
585000,Toukley,696,74.11
2345000,Harrington Park,1043,47.35
1050000,Miranda,298,20.95
815000,Prospect,558,29.21
1300000,Toowoon Bay,778,61.83
960000,Kings Langley,693,28.37
750000,Kings Langley,351,28.37
670000,Miranda,111,20.95
665000,Minto,568,38.06
610000,Noraville,512,73.32
1740000,Balgowlah,348,9.16
1650000,Blakehurst,610,16.73
1300000,Westleigh,649,21.62
635000,Camden,671,52.32
620000,Noraville,771,73.32
510000,Toukley,638,74.11
465000,Macquarie Fields,158,32.57
2425000,Maroubra,500,9.52
2260000,Allawah,524,14.87
2110000,Abbotsford,508,7.58
1620000,Clareville,696,27.02
1600000,Middle Cove,834,8.07
1565000,Avalon Beach,816,28.35
1470000,Westleigh,692,21.62
1300000,Blakehurst,467,16.73
1088000,Padstow,731,19.07
970000,Maroubra,105,9.52
2200000,Merrylands,2120,21.07
8300000,Alexandria,988,5.06
1875000,Avalon Beach,697,28.35
1550000,Wyongah,11,70.78
705000,Minto,336,38.06
630000,Green Valley,315,31.75
458000,Toukley,493,74.11
437000,Green Valley,300,31.75
2860000,Blue Bay,815,62.76
1060000,South Granville,543,18.43
792000,Green Valley,525,31.75
1285000,Mannering Park,1195,83.63
1145000,Roselands,455,14.57
875000,Camden,835,52.32
790000,Guildford,563,20.47
620000,Minto,377,38.06
610000,Minto,557,38.06
2200000,Avalon Beach,873,28.35
1680000,Avalon Beach,720,28.35
1450000,Sylvania,645,19.33
810000,Woolloomooloo,45,0.99
3377007,Ingleside,3035,19.96
2120000,Beverley Park,836,14.44
605000,Saratoga,575,45.17
537000,Toukley,575,74.11
3260000,Illawong,1553,21.6
2580000,Abbotsford,539,7.58
2105000,Abbotsford,516,7.58
1620000,Glebe,147,2.6
1405000,Palm Beach,1669,31.42
1000000,Guildford,1056,20.47
650000,Macquarie Fields,561,32.57
560000,Noraville,607,73.32
550000,Prospect,134,29.21
3600000,Barangaroo,120,0.92
1920000,Glebe,125,2.6
1880000,Allambie Heights,601,11.16
1050000,Hawkesbury Heights,732,56.6
855000,Canley Heights,443,26.64
855000,Minto,553,38.06
627000,Chester Hill,234,19.74
542000,Toukley,170,74.11
410000,Toukley,493,74.11
2850000,Clareville,1252,27.02
910000,Camden,892,52.32
1600000,Westleigh,841,21.62
525000,Toukley,556,74.11
1950000,Annandale,253,4.06
1775000,Glebe,145,2.6
790000,Guildford,552,20.47
530000,Ingleburn,180,36.04
3550000,Pymble,1018,14.82
2200000,Darlington,180,3.24
2010500,Yagoona,1182,17.96
1900000,Church Point,765,24.6
1131000,Revesby,650,20.44
2108000,Peakhurst,600,17.67
895000,Wamberal,563,54.41
765000,Faulconbridge,1144,63.97
690000,Ingleburn,651,36.04
1520000,Wagstaffe,651,39.78
960000,Guildford,556,20.47
696000,Ingleburn,353,36.04
1750000,Eastwood,696,14.34
2450000,Pymble,1122,14.82
2200000,Camden,2113,52.32
2050000,Illawong,1038,21.6
630000,Prospect,205,29.21
2680000,Pymble,1017,14.82
2016000,South Hurstville,999,15.75
1630000,Avalon Beach,900,28.35
1296000,Allambie Heights,480,11.16
1070000,Faulconbridge,4300,63.97
530000,Penrith,85,49.99
